text,sentiment
Shire rises as dry eye treatment sails through trial,3
Doubts grow over GlaxoSmithKline's $6 bln capital return plan,1
Aviva weighs cash handout after beating profit forecast,3
Shropshire and Mid Wales trains to be hit again in new strike by Arriva drivers,1
Greene King's third quarter sales boosted by festive season,3
Big account wins keep ad group WPP at front of pack,3
Worldpay readies for Â£6bn London float,2
"CEOs of BPM, UBI meet Italy econ minister as M&A talk heats up",2
"Should You Buy Jumbo Yielders British American Tobacco plc, Centrica PLC & John Wood Group PLC?",2
Dyson Wants to Create a Hair Dryer Revolution,3
Royal Dutch Shell to Buy BG Group for Nearly $70 Billion,3
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",3
CORRECTED-Shire to buy Dyax for about $5.9 bln,4
BP set to cut hundreds of jobs at North Sea operations,0
BP's head of exploration Richard Herbert departs,2
"UPDATE 1-Nomura, RBS must pay $806 mln in mortgage bond case-US judge",0
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,3
CompaniesRoyal Mail swerves new pricing regulations,2
JC Penney Cuts Pension Plan Obligation,2
Domino's Pizza worker sacked after crude slur aimed at customer on order screen,1
"UPDATE 2-AB InBev launches SAB bid, to sell MillerCoors stake",2
Sales boost for new Morrisons chief David Potts as Tesco turnaround stalls,3
France raises concerns over proposed LSE-Deutsche Boerse deal,1
Genel Shares Plunge After Tony Hayward's Oil Explorer Cuts Crude Reserves at Core Field,0
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,2
Sports Direct boss Mike Ashley summoned to Westminster for questioning over the treatment of workers,1
Diageo receives reports from United Spirits on financial irregularities involving ...,1
Industry NewsWood Group wins multi-million dollar contract with BP,3
"Centrica extends gas deals with Gazprom, Statoil",2
Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,3
Sainsbury's pressed to raise bid for Home Retail Group,3
"Buffett's Berkshire builds Deere stake, dumps Exxon",1
"Aldi and Lidl expansion plans speed ahead as Tesco, Sainsbury's, Morrisons ...",3
Analysis - Copper market may get a 2003-style supply shock from Glencore closures,0
Tesco share price: Korean currency slide may hit Homeplus sale plans,1
AstraZeneca cancer drug may not be so fast getting to market,1
Tullow Oil Suspends Dividend Amid Oil Price Fall,1
UPDATE 3-Barclays sells Italian branches to Mediobanca at a loss,0
Diageo Shares Surge on Report of Possible Takeover by Lemann,3
"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",2
Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,3
Centrica suffers protest from shareholders over pay,1
Google Fiber to buy Webpass for big city Internet service,3
Is It Worth Investing In Tesco PLC And Prudential plc Now?,2
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,3
Halfords appoints Jonny Mason as new CFO,2
UPDATE 5-Buffett pays high price for Precision Castparts,3
Experian says receives class actions related to T-Mobile breach,0
Market Report: Aviva tops the market as traders approve of its choice of Friends,4
IAG closes in on Aer Lingus with increased offer,3
GKN to buy Fokker Technologies for 706 mln euros,3
UPDATE 1-Shire steps up drive to get Baxalta talking after $30 bln bid,3
Pearson in Talks to Sell Its Stake in the Economist Group,3
CompaniesTesco sheds Harris & Hoole coffee shops,3
REFILE-BP agrees UK gas pipeline stake sale to infrastructur,3
"BHP Billiton slashes dividend, posts $5.67 billion net loss",1
"StanChart capital raising would be ""major surprise"" -investor Aberdeen",2
Why I Would Put J Sainsbury plc In My Trolley Before Wm Morrison Supermarkets ...,1
Glaxo Sees Hope for Respiratory Drugs as Earnings Beat Estimates,3
Peroni and Grolsch put up for sale as AB InBev plans acquisition of SABMiller,3
BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,3
Direct Line rings up higher profit,3
Jim Armitage: Barclays boss Jes Staley steps up to the plate with post-Leave positivity,2
AstraZeneca sells rights to anaesthetics to South Africa's Aspen,3
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,3
StanChart and RBS struggle in Bank of England stress tests,0
Antofagasta Sees Lower Cash Costs In 2015 - Quick Facts,3
NPS prospects dependent on drug approval,2
Priceline's stock jumps to new high for the year after Barclays upgrade,4
Tesco leads leap in FTSE 100; Marks & Spencer drops,3
Tesco UK personnel director quits supermarket,1
Royal Bank of Scotland fortunes ebbed and flowed under 3 chiefs,2
Exxon Beaumont CDU overhaul to be slowed by accident: sources,1
TalkTalk hires BAE Systems to investigate cyber attack,2
Valeant Said to Name New CEO With Pearson Still Hospitalized,2
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,3
Barclays appoints JPMorgan's Paul Compton as new COO,2
Rio Approves $5.3 Billion Oyu Tolgoi Copper Mine Expansion,3
Weir Group sees continued fall in orders from oil and gas business,1
New BG Group CEO Helge Lund Starts Earlier Than Expected,2
"BHP, Residents Brace as Cyclone Stan Nears Australian Coast",2
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,3
"Barclays brands financier Amanda Staveley's $1bn claim as ""misconceived"",1
1057,""GlaxoSmithKline rebound gathering pace, says outgoing CEO",3
AB InBev to sell more SAB assets as seeks EU deal approval,2
UK government cuts stake in Lloyds to below 11 percent,2
Morrisons store closures: 900 jobs to go as 11 branches are closed due to ...,2
BP chairman defends CEO Bob Dudley's pay increase,2
Profits Fall 25% At Standard Chartered PLC: Should You Buy Or Sell?,0
SAB's Chairman Digs In With Board Divided on InBev Offer,2
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,0
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",3
Persimmon shares nudge higher as housebuilder sees strong 2014,3
UPDATE 1-BG Group's record output limits oil price fallout,2
Standard Life share price: Group gets approval to hike stake in India JV,3
Tesco Mobile is offering you cash back in exchange for looking at ads,2
"Wolseley profit up 18%, warns on revenue growth",3
ITV share price: Group mulls takeover of Canada's Entertainment One,3
Blueprint Receives FDA Nod To Proceed With Clinical Trials For 2 Drug ...,3
SABMiller buys Meantime to quench thirst for craft beer,3
"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",2
"After Barclays and Bank of America, Citigroup has blockchain in sight",2
US says HSBC must do more to improve compliance,1
Carnival Corporation and China Merchants Group Sign Memo of Understanding ...,2
Staley to face challenges at Barclays,1
GSK aims to file up to 20 new drugs for approval by 2020,3
British American Tobacco accused of bribing senior politicians to sabotage ...,0
BT finance director Tony Chanmugam to step down,2
AstraZeneca to cut costs but stays silent on M&A talk,2
"Buffett's Berkshire builds Deere stake, dumps Exxon",2
Barclays Not Convinced by Gains in South African Stocks: Chart,2
5 Years After BP Spill: What's Changed in Offshore Drilling,1
AstraZeneca Explores Potential Deal With Acerta for Cancer Drug,3
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,3
"UK sells more of Lloyds bank stake, 12.5 billion pounds raised so far",1
Hargreaves Lansdown share price falls as costs mount - although pensions ...,1
Meggitt agrees to buy US aerospace component firm for $340 million,3
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,3
Bloomberg buys Barclays' benchmarking business,3
"Barclays, Deutsche Bank Fight to Lift Profit Just Got Harder",1
Royal Bank of Scotland chair hints Brexit turmoil will delay government sale,1
"Sainsbury's, Asda, Tesco and Morrisons will all cut petrol prices as oil falls ...",1
UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,3
Shire Sees Baxalta Deal Closing as Expected After New Rules,3
AstraZeneca heart drug boosted by major clinical trial success,3
Shire share price under pressure after $32bn Baxalta deal,2
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,3
CompaniesGlencore's annual results beat forecasts,4
Warren Buffett's Berkshire Hathaway quarterly profit jumps almost one third,4
Pfizer to cut 120 jobs with closure of Cambridge R&D centre,1
Sainsbury's says to outperform rivals in tough market,3
Centrica share price: British Gas under fire despite 5% price cut,1
RBI surprises Street; Sensex pares gains after hitting mount 30k,1
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",0
easyJet leads Britain's FTSE lower as global bond rout resumes,1
AB InBev to Sell SABMiller Stake in China's Snow Beer,2
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,3
Tesco share price closes higher as two more directors leave grocer,3
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,2
UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,1
"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",2
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,2
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,1
Copper Prices up on Glencore Cuts to Zinc Supply,3
WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive,2
Meggitt plc Crashes 20% On Profit Warning: Is It Now A Buy?,0
UK government cuts stake in Lloyds to below 11 pct,1
Passengers rise at EasyJet and Aer Lingus,3
"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",1
"US STOCKS-Wall St rises on Berkshire deal, China stimulus hopes",3
Prudential Financial quarterly profit rises 64 pct,4
US Seeks Huawei Records on Dealings With Sanctioned Nations,1
Centrica urges policy overhaul as it warns of 'looming gap' in UK energy supplies,2
UPDATE 1-AstraZeneca potassium drug delayed by manufacturing snag,1
Activist Fund TCI Backs German Takeover of London Stock Exchange,3
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",1
Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal,1
AB InBev to sell more SAB assets as seeks EU deal approval,2
Berkshire applies to boost Wells Fargo stake above 10 percent,3
Tesco leads leap in FTSE 100; Marks & Spencer drops,1
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),3
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",2
BG Group appoints new CEO one month early,2
"FDA panel backs Glaxo asthma drug for adults, not adolescents",3
Barclays set to name former JPMorgan banker Staley as new CEO,2
Kingfisher share price slides on cost to implement new strategy,0
"CompaniesTravis Perkins lifts dividend, earnings rise 15%",3
Standard Chartered Shifts Emerging-Markets Strategy After Losses,1
